reported_PK,reporteddate,reportedhour,reportedday,reportedmonth,reportedyear
879,2016-05-23 04:00:00+00:00,4,23,5,2016
880,2016-05-27 04:00:00+00:00,4,27,5,2016
881,2016-05-28 04:00:00+00:00,4,28,5,2016
882,2016-05-31 04:00:00+00:00,4,31,5,2016
883,2016-05-26 04:00:00+00:00,4,26,5,2016
884,2016-06-02 04:00:00+00:00,4,2,6,2016
885,2016-06-04 04:00:00+00:00,4,4,6,2016
886,2016-06-10 04:00:00+00:00,4,10,6,2016
887,2016-06-11 04:00:00+00:00,4,11,6,2016
888,2016-06-09 04:00:00+00:00,4,9,6,2016
889,2016-06-08 04:00:00+00:00,4,8,6,2016
890,2016-06-05 04:00:00+00:00,4,5,6,2016
891,2016-06-06 04:00:00+00:00,4,6,6,2016
892,2016-06-03 04:00:00+00:00,4,3,6,2016
893,2016-06-12 04:00:00+00:00,4,12,6,2016
894,2016-06-07 04:00:00+00:00,4,7,6,2016
895,2016-06-21 04:00:00+00:00,4,21,6,2016
896,2016-06-22 04:00:00+00:00,4,22,6,2016
897,2016-06-13 04:00:00+00:00,4,13,6,2016
898,2016-06-17 04:00:00+00:00,4,17,6,2016
899,2016-06-20 04:00:00+00:00,4,20,6,2016
900,2016-06-18 04:00:00+00:00,4,18,6,2016
901,2016-06-15 04:00:00+00:00,4,15,6,2016
902,2016-06-19 04:00:00+00:00,4,19,6,2016
903,2016-06-16 04:00:00+00:00,4,16,6,2016
904,2016-06-23 04:00:00+00:00,4,23,6,2016
905,2016-06-14 04:00:00+00:00,4,14,6,2016
906,2016-06-24 04:00:00+00:00,4,24,6,2016
907,2016-07-02 04:00:00+00:00,4,2,7,2016
908,2016-06-26 04:00:00+00:00,4,26,6,2016
909,2016-06-28 04:00:00+00:00,4,28,6,2016
910,2016-06-25 04:00:00+00:00,4,25,6,2016
911,2016-06-27 04:00:00+00:00,4,27,6,2016
912,2016-06-30 04:00:00+00:00,4,30,6,2016
913,2016-06-29 04:00:00+00:00,4,29,6,2016
914,2016-07-03 04:00:00+00:00,4,3,7,2016
915,2016-07-01 04:00:00+00:00,4,1,7,2016
916,2016-07-08 04:00:00+00:00,4,8,7,2016
917,2016-07-06 04:00:00+00:00,4,6,7,2016
918,2016-07-12 04:00:00+00:00,4,12,7,2016
919,2016-07-07 04:00:00+00:00,4,7,7,2016
920,2016-07-04 04:00:00+00:00,4,4,7,2016
921,2016-07-10 04:00:00+00:00,4,10,7,2016
922,2016-07-11 04:00:00+00:00,4,11,7,2016
923,2016-07-09 04:00:00+00:00,4,9,7,2016
924,2016-07-05 04:00:00+00:00,4,5,7,2016
925,2016-07-13 04:00:00+00:00,4,13,7,2016
926,2016-07-22 04:00:00+00:00,4,22,7,2016
927,2016-07-21 04:00:00+00:00,4,21,7,2016
928,2016-07-17 04:00:00+00:00,4,17,7,2016
929,2016-07-23 04:00:00+00:00,4,23,7,2016
930,2016-07-20 04:00:00+00:00,4,20,7,2016
931,2016-07-15 04:00:00+00:00,4,15,7,2016
932,2016-07-19 04:00:00+00:00,4,19,7,2016
933,2016-07-18 04:00:00+00:00,4,18,7,2016
934,2016-07-16 04:00:00+00:00,4,16,7,2016
935,2016-07-14 04:00:00+00:00,4,14,7,2016
936,2016-07-24 04:00:00+00:00,4,24,7,2016
937,2016-08-01 04:00:00+00:00,4,1,8,2016
938,2016-07-30 04:00:00+00:00,4,30,7,2016
939,2016-07-25 04:00:00+00:00,4,25,7,2016
940,2016-07-28 04:00:00+00:00,4,28,7,2016
941,2016-07-31 04:00:00+00:00,4,31,7,2016
942,2016-07-27 04:00:00+00:00,4,27,7,2016
943,2016-08-02 04:00:00+00:00,4,2,8,2016
944,2016-07-26 04:00:00+00:00,4,26,7,2016
945,2016-07-29 04:00:00+00:00,4,29,7,2016
946,2016-08-03 04:00:00+00:00,4,3,8,2016
947,2016-08-07 04:00:00+00:00,4,7,8,2016
948,2016-08-09 04:00:00+00:00,4,9,8,2016
949,2016-08-12 04:00:00+00:00,4,12,8,2016
950,2016-08-13 04:00:00+00:00,4,13,8,2016
951,2016-08-04 04:00:00+00:00,4,4,8,2016
952,2016-08-06 04:00:00+00:00,4,6,8,2016
953,2016-08-05 04:00:00+00:00,4,5,8,2016
954,2016-08-08 04:00:00+00:00,4,8,8,2016
955,2016-08-10 04:00:00+00:00,4,10,8,2016
956,2016-08-14 04:00:00+00:00,4,14,8,2016
957,2016-08-11 04:00:00+00:00,4,11,8,2016
958,2016-08-21 04:00:00+00:00,4,21,8,2016
959,2016-08-22 04:00:00+00:00,4,22,8,2016
960,2016-08-23 04:00:00+00:00,4,23,8,2016
961,2016-08-17 04:00:00+00:00,4,17,8,2016
962,2016-08-15 04:00:00+00:00,4,15,8,2016
963,2016-08-18 04:00:00+00:00,4,18,8,2016
964,2016-08-24 04:00:00+00:00,4,24,8,2016
965,2016-08-20 04:00:00+00:00,4,20,8,2016
966,2016-08-16 04:00:00+00:00,4,16,8,2016
967,2016-08-19 04:00:00+00:00,4,19,8,2016
968,2016-08-25 04:00:00+00:00,4,25,8,2016
969,2016-08-26 04:00:00+00:00,4,26,8,2016
970,2016-09-03 04:00:00+00:00,4,3,9,2016
971,2016-08-29 04:00:00+00:00,4,29,8,2016
972,2016-09-02 04:00:00+00:00,4,2,9,2016
973,2016-08-27 04:00:00+00:00,4,27,8,2016
974,2016-09-04 04:00:00+00:00,4,4,9,2016
975,2016-09-01 04:00:00+00:00,4,1,9,2016
976,2016-08-28 04:00:00+00:00,4,28,8,2016
977,2016-08-30 04:00:00+00:00,4,30,8,2016
978,2016-08-31 04:00:00+00:00,4,31,8,2016
979,2016-09-05 04:00:00+00:00,4,5,9,2016
980,2016-09-15 04:00:00+00:00,4,15,9,2016
981,2016-09-09 04:00:00+00:00,4,9,9,2016
982,2016-09-16 04:00:00+00:00,4,16,9,2016
983,2016-09-11 04:00:00+00:00,4,11,9,2016
984,2016-09-12 04:00:00+00:00,4,12,9,2016
985,2016-09-10 04:00:00+00:00,4,10,9,2016
986,2016-09-08 04:00:00+00:00,4,8,9,2016
987,2016-09-07 04:00:00+00:00,4,7,9,2016
988,2016-09-06 04:00:00+00:00,4,6,9,2016
989,2016-09-14 04:00:00+00:00,4,14,9,2016
990,2016-09-13 04:00:00+00:00,4,13,9,2016
991,2016-09-18 04:00:00+00:00,4,18,9,2016
992,2016-09-17 04:00:00+00:00,4,17,9,2016
993,2016-09-22 04:00:00+00:00,4,22,9,2016
994,2016-09-24 04:00:00+00:00,4,24,9,2016
995,2016-09-23 04:00:00+00:00,4,23,9,2016
996,2016-09-25 04:00:00+00:00,4,25,9,2016
997,2016-09-19 04:00:00+00:00,4,19,9,2016
998,2016-09-21 04:00:00+00:00,4,21,9,2016
999,2016-09-20 04:00:00+00:00,4,20,9,2016
1000,2016-09-26 04:00:00+00:00,4,26,9,2016
1001,2016-09-28 04:00:00+00:00,4,28,9,2016
1002,2016-09-30 04:00:00+00:00,4,30,9,2016
1003,2016-10-04 04:00:00+00:00,4,4,10,2016
1004,2016-09-29 04:00:00+00:00,4,29,9,2016
1005,2016-10-01 04:00:00+00:00,4,1,10,2016
1006,2016-10-03 04:00:00+00:00,4,3,10,2016
1007,2016-10-02 04:00:00+00:00,4,2,10,2016
1008,2016-09-27 04:00:00+00:00,4,27,9,2016
1009,2016-10-05 04:00:00+00:00,4,5,10,2016
1010,2016-10-06 04:00:00+00:00,4,6,10,2016
1011,2016-10-12 04:00:00+00:00,4,12,10,2016
1012,2016-10-13 04:00:00+00:00,4,13,10,2016
1013,2016-10-09 04:00:00+00:00,4,9,10,2016
1014,2016-10-16 04:00:00+00:00,4,16,10,2016
1015,2016-10-15 04:00:00+00:00,4,15,10,2016
1016,2016-10-14 04:00:00+00:00,4,14,10,2016
1017,2016-10-10 04:00:00+00:00,4,10,10,2016
1018,2016-10-08 04:00:00+00:00,4,8,10,2016
1019,2016-10-17 04:00:00+00:00,4,17,10,2016
1020,2016-10-07 04:00:00+00:00,4,7,10,2016
1021,2016-10-18 04:00:00+00:00,4,18,10,2016
1022,2016-10-11 04:00:00+00:00,4,11,10,2016
1023,2016-10-26 04:00:00+00:00,4,26,10,2016
1024,2016-10-22 04:00:00+00:00,4,22,10,2016
1025,2016-10-23 04:00:00+00:00,4,23,10,2016
1026,2016-10-20 04:00:00+00:00,4,20,10,2016
1027,2016-10-25 04:00:00+00:00,4,25,10,2016
1028,2016-10-21 04:00:00+00:00,4,21,10,2016
1029,2016-10-27 04:00:00+00:00,4,27,10,2016
1030,2016-10-19 04:00:00+00:00,4,19,10,2016
1031,2016-10-24 04:00:00+00:00,4,24,10,2016
1032,2016-10-28 04:00:00+00:00,4,28,10,2016
1033,2016-11-06 04:00:00+00:00,4,6,11,2016
1034,2016-11-05 04:00:00+00:00,4,5,11,2016
1035,2016-11-01 04:00:00+00:00,4,1,11,2016
1036,2016-11-03 04:00:00+00:00,4,3,11,2016
1037,2016-11-02 04:00:00+00:00,4,2,11,2016
1038,2016-10-31 04:00:00+00:00,4,31,10,2016
1039,2016-11-04 04:00:00+00:00,4,4,11,2016
1040,2016-11-07 05:00:00+00:00,5,7,11,2016
1041,2016-10-29 04:00:00+00:00,4,29,10,2016
1042,2016-10-30 04:00:00+00:00,4,30,10,2016
1043,2016-11-10 05:00:00+00:00,5,10,11,2016
1044,2016-11-11 05:00:00+00:00,5,11,11,2016
1045,2016-11-12 05:00:00+00:00,5,12,11,2016
1046,2016-11-16 05:00:00+00:00,5,16,11,2016
1047,2016-11-09 05:00:00+00:00,5,9,11,2016
1048,2016-11-14 05:00:00+00:00,5,14,11,2016
1049,2016-11-15 05:00:00+00:00,5,15,11,2016
1050,2016-11-17 05:00:00+00:00,5,17,11,2016
1051,2016-11-13 05:00:00+00:00,5,13,11,2016
1052,2016-11-08 05:00:00+00:00,5,8,11,2016
1053,2016-11-18 05:00:00+00:00,5,18,11,2016
1054,2016-11-21 05:00:00+00:00,5,21,11,2016
1055,2016-11-22 05:00:00+00:00,5,22,11,2016
1056,2016-11-19 05:00:00+00:00,5,19,11,2016
1057,2016-11-25 05:00:00+00:00,5,25,11,2016
1058,2016-11-27 05:00:00+00:00,5,27,11,2016
1059,2016-11-20 05:00:00+00:00,5,20,11,2016
1060,2016-11-26 05:00:00+00:00,5,26,11,2016
1061,2016-11-23 05:00:00+00:00,5,23,11,2016
1062,2016-11-24 05:00:00+00:00,5,24,11,2016
1063,2016-11-28 05:00:00+00:00,5,28,11,2016
1064,2016-11-29 05:00:00+00:00,5,29,11,2016
1065,2016-12-01 05:00:00+00:00,5,1,12,2016
1066,2016-12-03 05:00:00+00:00,5,3,12,2016
1067,2016-12-04 05:00:00+00:00,5,4,12,2016
1068,2016-12-02 05:00:00+00:00,5,2,12,2016
1069,2016-12-08 05:00:00+00:00,5,8,12,2016
1070,2016-11-30 05:00:00+00:00,5,30,11,2016
1071,2016-12-05 05:00:00+00:00,5,5,12,2016
1072,2016-12-07 05:00:00+00:00,5,7,12,2016
1073,2016-12-09 05:00:00+00:00,5,9,12,2016
1074,2016-12-06 05:00:00+00:00,5,6,12,2016
1075,2016-12-14 05:00:00+00:00,5,14,12,2016
1076,2016-12-13 05:00:00+00:00,5,13,12,2016
1077,2016-12-12 05:00:00+00:00,5,12,12,2016
1078,2016-12-15 05:00:00+00:00,5,15,12,2016
1079,2016-12-11 05:00:00+00:00,5,11,12,2016
1080,2016-12-10 05:00:00+00:00,5,10,12,2016
1081,2016-12-17 05:00:00+00:00,5,17,12,2016
1082,2016-12-16 05:00:00+00:00,5,16,12,2016
1083,2016-12-19 05:00:00+00:00,5,19,12,2016
1084,2016-12-18 05:00:00+00:00,5,18,12,2016
1085,2016-12-20 05:00:00+00:00,5,20,12,2016
1086,2016-12-29 05:00:00+00:00,5,29,12,2016
1087,2016-12-22 05:00:00+00:00,5,22,12,2016
1088,2016-12-30 05:00:00+00:00,5,30,12,2016
1089,2016-12-25 05:00:00+00:00,5,25,12,2016
1090,2016-12-28 05:00:00+00:00,5,28,12,2016
1091,2016-12-23 05:00:00+00:00,5,23,12,2016
1092,2016-12-24 05:00:00+00:00,5,24,12,2016
1093,2016-12-27 05:00:00+00:00,5,27,12,2016
1094,2016-12-31 05:00:00+00:00,5,31,12,2016
1095,2017-01-01 05:00:00+00:00,5,1,1,2017
1096,2016-12-21 05:00:00+00:00,5,21,12,2016
1097,2016-12-26 05:00:00+00:00,5,26,12,2016
1098,2017-01-13 05:00:00+00:00,5,13,1,2017
1099,2017-01-06 05:00:00+00:00,5,6,1,2017
1100,2017-01-12 05:00:00+00:00,5,12,1,2017
1101,2017-01-10 05:00:00+00:00,5,10,1,2017
1102,2017-01-04 05:00:00+00:00,5,4,1,2017
1103,2017-01-09 05:00:00+00:00,5,9,1,2017
1104,2017-01-03 05:00:00+00:00,5,3,1,2017
1105,2017-01-05 05:00:00+00:00,5,5,1,2017
1106,2017-01-14 05:00:00+00:00,5,14,1,2017
1107,2017-01-08 05:00:00+00:00,5,8,1,2017
1108,2017-01-07 05:00:00+00:00,5,7,1,2017
1109,2017-01-02 05:00:00+00:00,5,2,1,2017
1110,2017-01-11 05:00:00+00:00,5,11,1,2017
1111,2017-01-23 05:00:00+00:00,5,23,1,2017
1112,2017-01-17 05:00:00+00:00,5,17,1,2017
1113,2017-01-15 05:00:00+00:00,5,15,1,2017
1114,2017-01-22 05:00:00+00:00,5,22,1,2017
1115,2017-01-24 05:00:00+00:00,5,24,1,2017
1116,2017-01-20 05:00:00+00:00,5,20,1,2017
1117,2017-01-21 05:00:00+00:00,5,21,1,2017
1118,2017-01-18 05:00:00+00:00,5,18,1,2017
1119,2017-01-16 05:00:00+00:00,5,16,1,2017
1120,2017-01-25 05:00:00+00:00,5,25,1,2017
1121,2017-01-19 05:00:00+00:00,5,19,1,2017
1122,2017-01-26 05:00:00+00:00,5,26,1,2017
1123,2017-02-02 05:00:00+00:00,5,2,2,2017
1124,2017-02-03 05:00:00+00:00,5,3,2,2017
1125,2017-02-04 05:00:00+00:00,5,4,2,2017
1126,2017-02-05 05:00:00+00:00,5,5,2,2017
1127,2017-01-27 05:00:00+00:00,5,27,1,2017
1128,2017-01-28 05:00:00+00:00,5,28,1,2017
1129,2017-02-01 05:00:00+00:00,5,1,2,2017
1130,2017-01-31 05:00:00+00:00,5,31,1,2017
1131,2017-01-29 05:00:00+00:00,5,29,1,2017
1132,2017-01-30 05:00:00+00:00,5,30,1,2017
1133,2017-02-06 05:00:00+00:00,5,6,2,2017
1134,2017-02-13 05:00:00+00:00,5,13,2,2017
1135,2017-02-07 05:00:00+00:00,5,7,2,2017
1136,2017-02-14 05:00:00+00:00,5,14,2,2017
1137,2017-02-11 05:00:00+00:00,5,11,2,2017
1138,2017-02-12 05:00:00+00:00,5,12,2,2017
1139,2017-02-15 05:00:00+00:00,5,15,2,2017
1140,2017-02-09 05:00:00+00:00,5,9,2,2017
1141,2017-02-08 05:00:00+00:00,5,8,2,2017
1142,2017-02-16 05:00:00+00:00,5,16,2,2017
1143,2017-02-10 05:00:00+00:00,5,10,2,2017
1144,2017-02-17 05:00:00+00:00,5,17,2,2017
1145,2017-02-25 05:00:00+00:00,5,25,2,2017
1146,2017-02-21 05:00:00+00:00,5,21,2,2017
1147,2017-02-22 05:00:00+00:00,5,22,2,2017
1148,2017-02-24 05:00:00+00:00,5,24,2,2017
1149,2017-02-18 05:00:00+00:00,5,18,2,2017
1150,2017-02-27 05:00:00+00:00,5,27,2,2017
1151,2017-02-23 05:00:00+00:00,5,23,2,2017
1152,2017-02-20 05:00:00+00:00,5,20,2,2017
1153,2017-02-19 05:00:00+00:00,5,19,2,2017
1154,2017-02-26 05:00:00+00:00,5,26,2,2017
1155,2017-02-28 05:00:00+00:00,5,28,2,2017
1156,2017-03-01 05:00:00+00:00,5,1,3,2017
1157,2017-03-02 05:00:00+00:00,5,2,3,2017
1158,2017-03-04 05:00:00+00:00,5,4,3,2017
1159,2017-03-06 05:00:00+00:00,5,6,3,2017
1160,2017-03-08 05:00:00+00:00,5,8,3,2017
1161,2017-03-03 05:00:00+00:00,5,3,3,2017
1162,2017-03-07 05:00:00+00:00,5,7,3,2017
1163,2017-03-05 05:00:00+00:00,5,5,3,2017
1164,2017-03-10 05:00:00+00:00,5,10,3,2017
1165,2017-03-09 05:00:00+00:00,5,9,3,2017
1166,2017-03-11 05:00:00+00:00,5,11,3,2017
1167,2017-03-21 04:00:00+00:00,4,21,3,2017
1168,2017-03-20 04:00:00+00:00,4,20,3,2017
1169,2017-03-22 04:00:00+00:00,4,22,3,2017
1170,2017-03-18 04:00:00+00:00,4,18,3,2017
1171,2017-03-12 05:00:00+00:00,5,12,3,2017
1172,2017-03-17 04:00:00+00:00,4,17,3,2017
1173,2017-03-13 04:00:00+00:00,4,13,3,2017
1174,2017-03-19 04:00:00+00:00,4,19,3,2017
1175,2017-03-14 04:00:00+00:00,4,14,3,2017
1176,2017-03-15 04:00:00+00:00,4,15,3,2017
1177,2017-03-16 04:00:00+00:00,4,16,3,2017
1178,2017-03-24 04:00:00+00:00,4,24,3,2017
1179,2017-03-27 04:00:00+00:00,4,27,3,2017
1180,2017-03-25 04:00:00+00:00,4,25,3,2017
1181,2017-03-28 04:00:00+00:00,4,28,3,2017
1182,2017-03-29 04:00:00+00:00,4,29,3,2017
1183,2017-03-31 04:00:00+00:00,4,31,3,2017
1184,2017-03-30 04:00:00+00:00,4,30,3,2017
1185,2017-04-01 04:00:00+00:00,4,1,4,2017
1186,2017-03-26 04:00:00+00:00,4,26,3,2017
1187,2017-03-23 04:00:00+00:00,4,23,3,2017
1188,2017-04-02 04:00:00+00:00,4,2,4,2017
1189,2017-04-06 04:00:00+00:00,4,6,4,2017
1190,2017-04-07 04:00:00+00:00,4,7,4,2017
1191,2017-04-04 04:00:00+00:00,4,4,4,2017
1192,2017-04-08 04:00:00+00:00,4,8,4,2017
1193,2017-04-10 04:00:00+00:00,4,10,4,2017
1194,2017-04-12 04:00:00+00:00,4,12,4,2017
1195,2017-04-11 04:00:00+00:00,4,11,4,2017
1196,2017-04-05 04:00:00+00:00,4,5,4,2017
1197,2017-04-09 04:00:00+00:00,4,9,4,2017
1198,2017-04-03 04:00:00+00:00,4,3,4,2017
1199,2017-04-13 04:00:00+00:00,4,13,4,2017
1200,2017-04-20 04:00:00+00:00,4,20,4,2017
1201,2017-04-14 04:00:00+00:00,4,14,4,2017
1202,2017-04-17 04:00:00+00:00,4,17,4,2017
1203,2017-04-23 04:00:00+00:00,4,23,4,2017
1204,2017-04-19 04:00:00+00:00,4,19,4,2017
1205,2017-04-22 04:00:00+00:00,4,22,4,2017
1206,2017-04-15 04:00:00+00:00,4,15,4,2017
1207,2017-04-21 04:00:00+00:00,4,21,4,2017
1208,2017-04-18 04:00:00+00:00,4,18,4,2017
1209,2017-04-16 04:00:00+00:00,4,16,4,2017
1210,2017-04-29 04:00:00+00:00,4,29,4,2017
1211,2017-05-02 04:00:00+00:00,4,2,5,2017
1212,2017-04-27 04:00:00+00:00,4,27,4,2017
1213,2017-05-03 04:00:00+00:00,4,3,5,2017
1214,2017-04-30 04:00:00+00:00,4,30,4,2017
1215,2017-04-25 04:00:00+00:00,4,25,4,2017
1216,2017-04-26 04:00:00+00:00,4,26,4,2017
1217,2017-04-28 04:00:00+00:00,4,28,4,2017
1218,2017-04-24 04:00:00+00:00,4,24,4,2017
1219,2017-05-01 04:00:00+00:00,4,1,5,2017
1220,2017-05-10 04:00:00+00:00,4,10,5,2017
1221,2017-05-12 04:00:00+00:00,4,12,5,2017
1222,2017-05-11 04:00:00+00:00,4,11,5,2017
1223,2017-05-08 04:00:00+00:00,4,8,5,2017
1224,2017-05-04 04:00:00+00:00,4,4,5,2017
1225,2017-05-05 04:00:00+00:00,4,5,5,2017
1226,2017-05-09 04:00:00+00:00,4,9,5,2017
1227,2017-05-13 04:00:00+00:00,4,13,5,2017
1228,2017-05-14 04:00:00+00:00,4,14,5,2017
1229,2017-05-06 04:00:00+00:00,4,6,5,2017
1230,2017-05-07 04:00:00+00:00,4,7,5,2017
1231,2017-05-16 04:00:00+00:00,4,16,5,2017
1232,2017-05-18 04:00:00+00:00,4,18,5,2017
1233,2017-05-20 04:00:00+00:00,4,20,5,2017
1234,2017-05-22 04:00:00+00:00,4,22,5,2017
1235,2017-05-17 04:00:00+00:00,4,17,5,2017
1236,2017-05-15 04:00:00+00:00,4,15,5,2017
1237,2017-05-21 04:00:00+00:00,4,21,5,2017
1238,2017-05-19 04:00:00+00:00,4,19,5,2017
1239,2017-05-23 04:00:00+00:00,4,23,5,2017
1240,2017-05-24 04:00:00+00:00,4,24,5,2017
1241,2017-06-01 04:00:00+00:00,4,1,6,2017
1242,2017-05-26 04:00:00+00:00,4,26,5,2017
1243,2017-05-25 04:00:00+00:00,4,25,5,2017
1244,2017-05-27 04:00:00+00:00,4,27,5,2017
1245,2017-05-29 04:00:00+00:00,4,29,5,2017
1246,2017-05-30 04:00:00+00:00,4,30,5,2017
1247,2017-05-28 04:00:00+00:00,4,28,5,2017
1248,2017-06-02 04:00:00+00:00,4,2,6,2017
1249,2017-06-03 04:00:00+00:00,4,3,6,2017
1250,2017-06-04 04:00:00+00:00,4,4,6,2017
1251,2017-05-31 04:00:00+00:00,4,31,5,2017
1252,2017-06-05 04:00:00+00:00,4,5,6,2017
1253,2017-06-07 04:00:00+00:00,4,7,6,2017
1254,2017-06-11 04:00:00+00:00,4,11,6,2017
1255,2017-06-09 04:00:00+00:00,4,9,6,2017
1256,2017-06-08 04:00:00+00:00,4,8,6,2017
1257,2017-06-13 04:00:00+00:00,4,13,6,2017
1258,2017-06-06 04:00:00+00:00,4,6,6,2017
1259,2017-06-10 04:00:00+00:00,4,10,6,2017
1260,2017-06-12 04:00:00+00:00,4,12,6,2017
1261,2017-06-14 04:00:00+00:00,4,14,6,2017
1262,2017-06-20 04:00:00+00:00,4,20,6,2017
1263,2017-06-15 04:00:00+00:00,4,15,6,2017
1264,2017-06-21 04:00:00+00:00,4,21,6,2017
1265,2017-06-17 04:00:00+00:00,4,17,6,2017
1266,2017-06-23 04:00:00+00:00,4,23,6,2017
1267,2017-06-19 04:00:00+00:00,4,19,6,2017
1268,2017-06-18 04:00:00+00:00,4,18,6,2017
1269,2017-06-22 04:00:00+00:00,4,22,6,2017
1270,2017-06-16 04:00:00+00:00,4,16,6,2017
1271,2017-06-24 04:00:00+00:00,4,24,6,2017
1272,2017-06-30 04:00:00+00:00,4,30,6,2017
1273,2017-06-27 04:00:00+00:00,4,27,6,2017
1274,2017-06-25 04:00:00+00:00,4,25,6,2017
1275,2017-06-28 04:00:00+00:00,4,28,6,2017
1276,2017-06-26 04:00:00+00:00,4,26,6,2017
1277,2017-07-01 04:00:00+00:00,4,1,7,2017
1278,2017-07-02 04:00:00+00:00,4,2,7,2017
1279,2017-07-03 04:00:00+00:00,4,3,7,2017
1280,2017-06-29 04:00:00+00:00,4,29,6,2017
1281,2017-07-04 04:00:00+00:00,4,4,7,2017
1282,2017-07-12 04:00:00+00:00,4,12,7,2017
1283,2017-07-13 04:00:00+00:00,4,13,7,2017
1284,2017-07-08 04:00:00+00:00,4,8,7,2017
1285,2017-07-07 04:00:00+00:00,4,7,7,2017
1286,2017-07-10 04:00:00+00:00,4,10,7,2017
1287,2017-07-06 04:00:00+00:00,4,6,7,2017
1288,2017-07-09 04:00:00+00:00,4,9,7,2017
1289,2017-07-14 04:00:00+00:00,4,14,7,2017
1290,2017-07-11 04:00:00+00:00,4,11,7,2017
1291,2017-07-05 04:00:00+00:00,4,5,7,2017
1292,2017-07-23 04:00:00+00:00,4,23,7,2017
1293,2017-07-16 04:00:00+00:00,4,16,7,2017
1294,2017-07-20 04:00:00+00:00,4,20,7,2017
1295,2017-07-17 04:00:00+00:00,4,17,7,2017
1296,2017-07-21 04:00:00+00:00,4,21,7,2017
1297,2017-07-19 04:00:00+00:00,4,19,7,2017
1298,2017-07-15 04:00:00+00:00,4,15,7,2017
1299,2017-07-18 04:00:00+00:00,4,18,7,2017
1300,2017-07-22 04:00:00+00:00,4,22,7,2017
1301,2017-07-24 04:00:00+00:00,4,24,7,2017
1302,2017-07-26 04:00:00+00:00,4,26,7,2017
1303,2017-07-27 04:00:00+00:00,4,27,7,2017
1304,2017-07-30 04:00:00+00:00,4,30,7,2017
1305,2017-07-31 04:00:00+00:00,4,31,7,2017
1306,2017-08-01 04:00:00+00:00,4,1,8,2017
1307,2017-07-28 04:00:00+00:00,4,28,7,2017
1308,2017-07-25 04:00:00+00:00,4,25,7,2017
1309,2017-07-29 04:00:00+00:00,4,29,7,2017
1310,2017-08-02 04:00:00+00:00,4,2,8,2017
1311,2017-08-05 04:00:00+00:00,4,5,8,2017
1312,2017-08-06 04:00:00+00:00,4,6,8,2017
1313,2017-08-07 04:00:00+00:00,4,7,8,2017
1314,2017-08-03 04:00:00+00:00,4,3,8,2017
1315,2017-08-10 04:00:00+00:00,4,10,8,2017
1316,2017-08-08 04:00:00+00:00,4,8,8,2017
1317,2017-08-11 04:00:00+00:00,4,11,8,2017
1318,2017-08-04 04:00:00+00:00,4,4,8,2017
1319,2017-08-12 04:00:00+00:00,4,12,8,2017
1320,2017-08-09 04:00:00+00:00,4,9,8,2017
1321,2017-08-13 04:00:00+00:00,4,13,8,2017
1322,2017-08-19 04:00:00+00:00,4,19,8,2017
1323,2017-08-20 04:00:00+00:00,4,20,8,2017
1324,2017-08-16 04:00:00+00:00,4,16,8,2017
1325,2017-08-17 04:00:00+00:00,4,17,8,2017
1326,2017-08-14 04:00:00+00:00,4,14,8,2017
1327,2017-08-21 04:00:00+00:00,4,21,8,2017
1328,2017-08-15 04:00:00+00:00,4,15,8,2017
1329,2017-08-18 04:00:00+00:00,4,18,8,2017
1330,2017-08-22 04:00:00+00:00,4,22,8,2017
1331,2017-08-25 04:00:00+00:00,4,25,8,2017
1332,2017-08-24 04:00:00+00:00,4,24,8,2017
1333,2017-08-26 04:00:00+00:00,4,26,8,2017
1334,2017-08-23 04:00:00+00:00,4,23,8,2017
1335,2017-08-27 04:00:00+00:00,4,27,8,2017
1336,2017-08-28 04:00:00+00:00,4,28,8,2017
1337,2017-08-30 04:00:00+00:00,4,30,8,2017
1338,2017-08-29 04:00:00+00:00,4,29,8,2017
1339,2017-08-31 04:00:00+00:00,4,31,8,2017
1340,2017-09-01 04:00:00+00:00,4,1,9,2017
1341,2017-09-06 04:00:00+00:00,4,6,9,2017
1342,2017-09-02 04:00:00+00:00,4,2,9,2017
1343,2017-09-04 04:00:00+00:00,4,4,9,2017
1344,2017-09-05 04:00:00+00:00,4,5,9,2017
1345,2017-09-09 04:00:00+00:00,4,9,9,2017
1346,2017-09-03 04:00:00+00:00,4,3,9,2017
1347,2017-09-10 04:00:00+00:00,4,10,9,2017
1348,2017-09-11 04:00:00+00:00,4,11,9,2017
1349,2017-09-08 04:00:00+00:00,4,8,9,2017
1350,2017-09-07 04:00:00+00:00,4,7,9,2017
1351,2017-09-12 04:00:00+00:00,4,12,9,2017
1352,2017-09-18 04:00:00+00:00,4,18,9,2017
1353,2017-09-15 04:00:00+00:00,4,15,9,2017
1354,2017-09-17 04:00:00+00:00,4,17,9,2017
1355,2017-09-19 04:00:00+00:00,4,19,9,2017
1356,2017-09-20 04:00:00+00:00,4,20,9,2017
1357,2017-09-13 04:00:00+00:00,4,13,9,2017
1358,2017-09-16 04:00:00+00:00,4,16,9,2017
1359,2017-09-21 04:00:00+00:00,4,21,9,2017
1360,2017-09-14 04:00:00+00:00,4,14,9,2017
1361,2017-09-25 04:00:00+00:00,4,25,9,2017
1362,2017-09-30 04:00:00+00:00,4,30,9,2017
1363,2017-09-26 04:00:00+00:00,4,26,9,2017
